[0 0 0 0 0 0 0 0][0 0 0]left arm
[-5595967 -5628201 -5761851 -4538163 -5574620  7690802 -5491327 -2605432][0 0 0]left arm
[-5640322 -5554916 -5587176 -4494252 -5556159  7697871 -5570259 -2548906][0 0 0]left arm
[-5628116 -5552665 -5595157 -4494297 -5557504  7697421 -5543910 -2564601][0 0 0]left arm
[-5579902 -5627696 -5768301 -4541094 -5575829  7690181 -5463638 -2623471][-112 7536 2496]left arm
[-5583347 -5637036 -5786899 -4549740 -5577295  7689709 -5478174 -2615869][0 0 0]left arm
[-5629656 -5565928 -5612316 -4506932 -5558209  7696764 -5559988 -2556209][0 0 0]left arm
[-5629762 -5543991 -5576139 -4495279 -5555310  7698061 -5557511 -2556491][0 0 0]left arm
[-5581155 -5615688 -5740736 -4539455 -5572594  7691069 -5472742 -2616483][0 0 0]left arm
[-5572493 -5643017 -5804351 -4559638 -5579333  7688773 -5467728 -2624698][0 0 0]left arm
[-5617687 -5578837 -5642095 -4521018 -5561197  7695422 -5547109 -2566127][0 0 0]left arm
[-5629991 -5538934 -5564232 -4498682 -5553836  7698554 -5568363 -2551011][0 0 0]left arm
[-5584126 -5602269 -5709788 -4537135 -5568963  7692395 -5484972 -2607959][0 0 0]left arm
[-5563292 -5646250 -5814017 -4567394 -5580301  7688400 -5459605 -2631354][0 0 0]left arm
[-5603536 -5594064 -5677686 -4536059 -5564604  7693958 -5530747 -2578515][ -96 7536 2560]left arm
[-5626996 -5543258 -5563054 -4505436 -5553499  7698424 -5573094 -2549853][0 0 0]left arm
[-5587556 -5586383 -5680998 -4536334 -5565837  7693233 -5498758 -2600148][0 0 0]left arm
[-5557011 -5640159 -5816679 -4574450 -5580790  7687951 -5456127 -2636560][0 0 0]left arm
[-5590751 -5600451 -5712393 -4551567 -5568436  7692387 -5517101 -2591610][0 0 0]left arm
[-5623749 -5534706 -5566381 -4513358 -5553474  7698220 -5576531 -2549662][0 0 0]left arm
[-5592100 -5570159 -5648007 -4533707 -5561784  7694459 -5515249 -2589193][0 0 0]left arm
[-5552678 -5638342 -5806637 -4577349 -5578967  7688079 -5455427 -2636473][0 0 0]left arm
[-5576735 -5615397 -5743872 -4565165 -5571285  7690901 -5501758 -2603280][0 0 0]left arm
[-5617005 -5543521 -5577449 -4522712 -5554066  7697561 -5573762 -2551879][0 0 0]left arm
[-5595826 -5558438 -5618527 -4531801 -5558449  7695661 -5530966 -2578574][ -96 7520 2512]left arm
[-5550699 -5632487 -5789227 -4578202 -5576822  7688629 -5458654 -2633726][0 0 0]left arm
[-5563812 -5627424 -5771665 -4577510 -5574249  7689635 -5487783 -2614452][0 0 0]left arm
[-5608592 -5554344 -5596014 -4533749 -5555501  7696717 -5567014 -2557110][0 0 0]left arm
[-5599181 -5548382 -5593339 -4531130 -5555791  7696617 -5546644 -2569312][0 0 0]left arm
[-5551080 -5623016 -5764414 -4577127 -5573906  7689476 -5465346 -2628370][0 0 0]left arm
[-5552039 -5636182 -5792740 -4588072 -5576613  7688622 -5475679 -2624200][0 0 0]left arm
[-5598117 -5566587 -5619959 -4546005 -5557596  7695508 -5556998 -2564646][0 0 0]left arm
[-5600981 -5540556 -5573517 -4531917 -5553614  7697267 -5559535 -2561404][0 0 0]left arm
[-5547459 -5610789 -5734094 -4574638 -5570440  7690523 -5475340 -2620668][0 0 0]left arm
[-5524811 -5641349 -5806056 -4596279 -5577811  7687810 -5465791 -2631683][-112 7536 2528]left arm
[-5591281 -5578767 -5648004 -4558384 -5559822  7694251 -5543165 -2573546][0 0 0]left arm
[-5616222 -5535392 -5561156 -4533697 -5551616  7697706 -5568786 -2554922][0 0 0]left arm
[-5571643 -5596489 -5700542 -4570206 -5566039  7691673 -5487064 -2610178][0 0 0]left arm
[-5548830 -5643125 -5811455 -4601939 -5578090  7687458 -5458317 -2636194][0 0 0]left arm
[-5588137 -5592553 -5680294 -4571873 -5563034  7692813 -5528241 -2584231][0 0 0]left arm
[-5613798 -5535312 -5558098 -4538754 -5551151  7697648 -5574154 -2551776][0 0 0]left arm
[-5575583 -5582529 -5667798 -4566901 -5562671  7692909 -5501600 -2599598][0 0 0]left arm
[-5542739 -5642502 -5809412 -4606274 -5578017  7687423 -5454945 -2638603][0 0 0]left arm
[-5574416 -5606601 -5713780 -4585553 -5566697  7691439 -5512776 -2596010][0 0 0]left arm
[-5609221 -5539652 -5563268 -4546044 -5551460  7697453 -5575389 -2551752][-128 7568 2480]left arm
[-5579202 -5568517 -5636141 -4563771 -5559277  7694192 -5517892 -2588656][0 0 0]left arm
[-5526369 -5637455 -5798084 -4607948 -5576607  7687646 -5454847 -2637860][0 0 0]left arm
[-5550912 -5617895 -5744092 -4597606 -5569592  7690089 -5496835 -2607044][0 0 0]left arm
[-5614437 -5545286 -5575049 -4554169 -5551971  7696833 -5570541 -2553687][0 0 0]left arm
[-5598126 -5554979 -5606292 -4560557 -5555856  7695270 -5532839 -2577307][0 0 0]left arm
[-5552051 -5629258 -5777940 -4607041 -5574152  7688138 -5458306 -2633627][0 0 0]left arm
[-5562474 -5628234 -5770141 -4608887 -5572772  7688819 -5483454 -2617558][0 0 0]left arm
[-5607714 -5555610 -5595017 -4565067 -5554056  7695968 -5563597 -2559287][0 0 0]left arm
[-5600831 -5544866 -5583179 -4559562 -5553360  7696134 -5547992 -2567972][0 0 0]left arm
[-5552510 -5618784 -5752687 -4604993 -5571296  7689046 -5465588 -2627434][-112 7600 2496]left arm
[-5550781 -5636018 -5791056 -4618492 -5575191  7687793 -5471618 -2626714][0 0 0]left arm
[-5596764 -5567794 -5621314 -4577261 -5556421  7694642 -5552641 -2567240][0 0 0]left arm
[-5602309 -5537850 -5567007 -4560752 -5551530  7696852 -5560444 -2560632][0 0 0]left arm
[-5551599 -5606484 -5723654 -4602270 -5567924  7690196 -5475787 -2619329][0 0 0]left arm
[-5524660 -5640834 -5804876 -4626269 -5576462  7687135 -5461778 -2633722][0 0 0]left arm
[-5586733 -5580621 -5652031 -4589704 -5558971  7693303 -5537754 -2576457][0 0 0]left arm
[-5614914 -5533915 -5556942 -4562840 -5549833  7697088 -5568011 -2554528][0 0 0]left arm
[-5571610 -5592115 -5690684 -4597620 -5563693  7691328 -5487896 -2608434][0 0 0]left arm
[-5546424 -5641968 -5809332 -4631176 -5576672  7686856 -5455182 -2637541][0 0 0]left arm
[-5584237 -5594566 -5685444 -4602955 -5562456  7691943 -5522939 -2587561][ -96 7600 2512]left arm
[-5612215 -5535012 -5556404 -4568244 -5549873  7697031 -5573340 -2552509][0 0 0]left arm
[-5575864 -5577841 -5658340 -4594191 -5560559  7692463 -5503505 -2598157][0 0 0]left arm
[-5541101 -5640155 -5805497 -4634847 -5576573  7686723 -5452672 -2639699][0 0 0]left arm
[-5570774 -5607894 -5718811 -4616435 -5566247  7690429 -5507452 -2599637][0 0 0]left arm
[-5607306 -5539401 -5563351 -4575764 -5550279  7696702 -5573018 -2553073][0 0 0]left arm
[-5579723 -5564099 -5627314 -4590934 -5557233  7693790 -5519501 -2587145][0 0 0]left arm
[-5525909 -5634534 -5792601 -4635769 -5575037  7687086 -5453708 -2638131][0 0 0]left arm
[-5546732 -5619016 -5748814 -4628025 -5569200  7688993 -5492189 -2610369][0 0 0]left arm
[-5611835 -5546009 -5577775 -4584257 -5551132  7695886 -5567865 -2555657][0 0 0]left arm
[-5598416 -5551320 -5600177 -4587924 -5553926  7694831 -5534987 -2576027][ -64 7568 2496]left arm
[-5551662 -5626114 -5772324 -4634346 -5572376  7687748 -5457940 -2633441][0 0 0]left arm
[-5559449 -5629303 -5775166 -4638746 -5572240  7687876 -5478916 -2620722][0 0 0]left arm
[-5605033 -5557564 -5600067 -4595216 -5553349  7694895 -5559807 -2561789][0 0 0]left arm
[-5600967 -5542269 -5578541 -4587304 -5551698  7695523 -5549362 -2567169][0 0 0]left arm
[-5552647 -5615092 -5746502 -4632212 -5569446  7688652 -5466277 -2626897][0 0 0]left arm
[-5548261 -5636316 -5795031 -4648152 -5574543  7687124 -5468031 -2629679][0 0 0]left arm
[-5593995 -5569856 -5627990 -4607808 -5556166  7693844 -5548406 -2570493][0 0 0]left arm
[-5602278 -5535904 -5563941 -4588879 -5550371  7696328 -5561839 -2560421][0 0 0]left arm
[-5555639 -5601998 -5716441 -4629065 -5566339  7689804 -5477954 -2618361][0 0 0]left arm
[-5539240 -5640202 -5806749 -4655560 -5576147  7686336 -5460027 -2636396][ -64 7552 2496]left arm
[-5581631 -5582969 -5659521 -4620990 -5559369  7692282 -5535317 -2580801][0 0 0]left arm
[-5601497 -5533210 -5556340 -4592281 -5549504  7696333 -5570125 -2555935][0 0 0]left arm
[-5555863 -5587709 -5683738 -4625269 -5562782  7690884 -5491310 -2608316][0 0 0]left arm
[-5514304 -5640166 -5809007 -4660236 -5576236  7685929 -5453876 -2640029][0 0 0]left arm
[-5567885 -5595401 -5692188 -4633412 -5562261  7690748 -5518319 -2591375][0 0 0]left arm
[-5614282 -5533239 -5556287 -4596866 -5548659  7696218 -5572323 -2553261][0 0 0]left arm
[-5580337 -5572731 -5650550 -4620478 -5558494  7692116 -5506021 -2596548][0 0 0]left arm
[-5543726 -5637266 -5802574 -4662311 -5575119  7686061 -5451748 -2640481][0 0 0]left arm
[-5571202 -5608637 -5725119 -4646167 -5565772  7689338 -5503266 -2603006][0 0 0]left arm
[-5609350 -5538842 -5565246 -4604650 -5549231  7695738 -5571534 -2554380][ -80 7568 2512]left arm
[-5584609 -5559421 -5620600 -4617381 -5555246  7693242 -5522067 -2585581][0 0 0]left arm
[-5541246 -5631626 -5788384 -4662909 -5573397  7686391 -5453807 -2638442][0 0 0]left arm
[-5558310 -5620632 -5755303 -4658154 -5569158  7688130 -5489232 -2614377][0 0 0]left arm
[-5601949 -5548089 -5582251 -4614372 -5550733  7695074 -5566947 -2558619][0 0 0]left arm
[-5588541 -5548151 -5594634 -4615411 -5552684  7694265 -5538279 -2575773][0 0 0]left arm
[-5532926 -5622389 -5766677 -4661551 -5570971  7687142 -5459400 -2633834][0 0 0]left arm
[-5531337 -5629080 -5779192 -4667894 -5571472  7686941 -5475656 -2623923][0 0 0]left arm
[-5601099 -5557572 -5604288 -4624288 -5552136  7694004 -5556576 -2564224][0 0 0]left arm
[-5605571 -5538269 -5573194 -4613657 -5549695  7695104 -5551388 -2566076][0 0 0]left arm
[-5557372 -5610862 -5738434 -4657639 -5567182  7688188 -5467191 -2625726][ -96 7568 2496]left arm
[-5550290 -5636133 -5796622 -4676039 -5573448  7686098 -5464574 -2631987][0 0 0]left arm
[-5595432 -5571398 -5633139 -4636629 -5555153  7692757 -5544462 -2573266][0 0 0]left arm
[-5606379 -5533640 -5559875 -4615244 -5548440  7695631 -5562215 -2559834][0 0 0]left arm
[-5560513 -5597454 -5707407 -4653845 -5563911  7689292 -5478912 -2616756][0 0 0]left arm
[-5541512 -5639041 -5806242 -4682221 -5574654  7685563 -5456671 -2637947][0 0 0]left arm
[-5582807 -5584455 -5665199 -4649169 -5558566  7691353 -5529736 -2583675][0 0 0]left arm
[-5605116 -5531550 -5554159 -4618414 -5547776  7695790 -5569356 -2555608][0 0 0]left arm
[-5564657 -5583086 -5674709 -4649324 -5560269  7690613 -5492980 -2606170][0 0 0]left arm
[-5535092 -5639029 -5807114 -4686172 -5574876  7685393 -5451852 -2641081][0 0 0]left arm
[-5569621 -5598180 -5699014 -4661822 -5562238  7689920 -5514109 -2595085][ -96 7552 2496]left arm
[-5601754 -5534429 -5556651 -4623945 -5547891  7695588 -5571943 -2554557][0 0 0]left arm
[-5567681 -5568813 -5642456 -4645076 -5556817  7691752 -5509032 -2595342][0 0 0]left arm
[-5515011 -5634865 -5798916 -4687532 -5573692  7685544 -5451075 -2641172][0 0 0]left arm
[-5549474 -5609660 -5730767 -4673162 -5564978  7688408 -5498562 -2605899][0 0 0]left arm
[-5610431 -5538631 -5566935 -4630509 -5547837  7694979 -5569255 -2555150][0 0 0]left arm
[-5589987 -5554919 -5612909 -4640581 -5552939  7692867 -5524262 -2583351][0 0 0]left arm
[-5545507 -5628159 -5782877 -4686573 -5571339  7685936 -5452914 -2637732][0 0 0]left arm
[-5559904 -5621306 -5760345 -4684414 -5568306  7687201 -5484105 -2616825][0 0 0]left arm
[-5604309 -5548972 -5585797 -4640474 -5549723  7694184 -5562911 -2559963][0 0 0]left arm
[-5593552 -5544494 -5588166 -4638901 -5550712  7693827 -5539729 -2573750][ -64 7536 2496]left arm
[-5545657 -5618514 -5760047 -4684762 -5568991  7686701 -5459487 -2632421][0 0 0]left arm
[-5547996 -5629843 -5783842 -4694230 -5571242  7686104 -5471914 -2626534][0 0 0]left arm
[-5594056 -5560061 -5610774 -4651698 -5552276  7693136 -5553322 -2567129][0 0 0]left arm
[-5595558 -5536365 -5569841 -4638694 -5548725  7694583 -5553321 -2565686][0 0 0]left arm
[-5543222 -5607258 -5732479 -4681726 -5565856  7687701 -5468830 -2625152][0 0 0]left arm
[-5521184 -5636156 -5800492 -4702099 -5572875  7685208 -5461171 -2634467][0 0 0]left arm
[-5586522 -5573237 -5640878 -4663503 -5554654  7691738 -5539184 -2575925][0 0 0]left arm
[-5609599 -5532024 -5558502 -4639866 -5547054  7694895 -5562296 -2558987][0 0 0]left arm
[-5564629 -5593268 -5701246 -4677000 -5561953  7688740 -5480151 -2614867][0 0 0]left arm
[-5542984 -5638495 -5809051 -4707572 -5573742  7684583 -5453580 -2639451][ -48 7568 2512]left arm
[-5582878 -5587109 -5675329 -4676401 -5558358  7690125 -5524369 -2586855][0 0 0]left arm
[-5607570 -5531875 -5555859 -4644028 -5546732  7695014 -5568697 -2555889][0 0 0]left arm
[-5568790 -5579119 -5669776 -4673117 -5558647  7689986 -5495151 -2604752][0 0 0]left arm
[-5536968 -5637836 -5809210 -4711664 -5574054  7684457 -5449974 -2642581][0 0 0]left arm
[-5569514 -5600801 -5710559 -4689779 -5562297  7688664 -5509194 -2599032][0 0 0]left arm
[-5603526 -5536149 -5561559 -4650910 -5547119  7694572 -5570366 -2556092][0 0 0]left arm
[-5572751 -5564892 -5639007 -4669943 -5555396  7691090 -5511084 -2594421][0 0 0]left arm
[-5520779 -5632401 -5800245 -4713604 -5572927  7684689 -5449314 -2642619][0 0 0]left arm
[-5546942 -5611420 -5742999 -4701971 -5565439  7687254 -5492991 -2610344][0 0 0]left arm
[-5609324 -5539944 -5574454 -4658846 -5547789  7694026 -5565807 -2557896][ -48 7584 2528]left arm
[-5591780 -5551754 -5610539 -4666509 -5552008  7692228 -5526036 -2583141][0 0 0]left arm
[-5546244 -5625788 -5782669 -4712743 -5570673  7685132 -5452263 -2638884][0 0 0]left arm
[-5557915 -5623274 -5771651 -4713180 -5568905  7685896 -5479226 -2621318][0 0 0]left arm
[-5602932 -5551808 -5595192 -4669287 -5549817  7692903 -5559018 -2563554][0 0 0]left arm
[-5594992 -5542192 -5587022 -4665173 -5549594  7692953 -5540788 -2573960][0 0 0]left arm
[-5546898 -5615130 -5758541 -4710806 -5567890  7685850 -5459254 -2633313][0 0 0]left arm
[-5546458 -5630784 -5793398 -4722933 -5571391  7684834 -5467292 -2630961][0 0 0]left arm
[-5592449 -5562504 -5621531 -4681134 -5552396  7691756 -5548274 -2571393][0 0 0]left arm
[-5596904 -5534752 -5569080 -4665896 -5547799  7693708 -5554082 -2566507][0 0 0]left arm
[-5549520 -5603560 -5729182 -4707989 -5564603  7686903 -5469956 -2625574][ -64 7568 2464]left arm
[-5537013 -5636601 -5807366 -4730888 -5573081  7684079 -5458409 -2638656][0 0 0]left arm
[-5580828 -5576491 -5652549 -4693909 -5555270  7690366 -5535515 -2581472][0 0 0]left arm
[-5597143 -5531986 -5558955 -4668254 -5546231  7693916 -5563824 -2561377][0 0 0]left arm
[-5549460 -5589326 -5696786 -4703819 -5560500  7688099 -5482951 -2615987][0 0 0]left arm
[-5511732 -5637588 -5812372 -4735846 -5573006  7683773 -5451539 -2643245][0 0 0]left arm
[-5568931 -5588693 -5685202 -4705821 -5557880  7688943 -5519514 -2591657][0 0 0]left arm
[-5610859 -5530750 -5556861 -4671564 -5545358  7693841 -5567914 -2557607][0 0 0]left arm
[-5574219 -5574367 -5663219 -4698417 -5556403  7689297 -5497348 -2604273][0 0 0]left arm
[-5540484 -5635441 -5808453 -4738232 -5572444  7683607 -5448762 -2644624][0 0 0]left arm
[-5571080 -5601719 -5718392 -4718382 -5561689  7687396 -5504997 -2603228][ -96 7568 2448]left arm
[-5606861 -5534609 -5563290 -4678052 -5545934  7693529 -5569131 -2557581][0 0 0]left arm
[-5578889 -5560237 -5631534 -4694411 -5553345  7690518 -5513826 -2593109][0 0 0]left arm
[-5537549 -5630082 -5795834 -4738892 -5571346  7683946 -5449606 -2643530][0 0 0]left arm
[-5558190 -5613218 -5748411 -4730047 -5565362  7686189 -5490247 -2614722][0 0 0]left arm
[-5600502 -5541120 -5576516 -4686342 -5547156  7693038 -5565206 -2560645][0 0 0]left arm
[-5583461 -5547889 -5602169 -4691088 -5550127  7691655 -5530309 -2582650][0 0 0]left arm
[-5537248 -5622042 -5774837 -4737386 -5568888  7684591 -5454314 -2639828][0 0 0]left arm
[-5546374 -5623332 -5773267 -4740252 -5568214  7684938 -5477151 -2625544][0 0 0]left arm
[-5591949 -5551343 -5596629 -4696080 -5548751  7691983 -5557427 -2566468][0 0 0]left arm
[-5586691 -5537903 -5578737 -4689059 -5547311  7692442 -5544582 -2573226][-128 7632 2480]left arm
[-5529767 -5611137 -5747981 -4733924 -5565325  7685392 -5462104 -2632949][0 0 0]left arm
[-5519216 -5630212 -5791669 -4747833 -5569582  7683934 -5465354 -2633521][0 0 0]left arm
[-5589681 -5562514 -5622230 -4705990 -5550629  7690818 -5545184 -2573341][0 0 0]left arm
[-5604887 -5530598 -5561816 -4687617 -5545121  7693133 -5556097 -2564599][0 0 0]left arm
[-5558030 -5598012 -5716579 -4728216 -5561457  7686539 -5472317 -2623141][0 0 0]left arm
[-5542921 -5634533 -5803059 -4753389 -5570967  7683244 -5456477 -2639701][0 0 0]left arm
[-5585875 -5576282 -5653172 -4717656 -5553837  7689369 -5531997 -2583167][0 0 0]left arm
[-5604697 -5528033 -5552902 -4689470 -5544112  7693318 -5564876 -2559446][0 0 0]left arm
[-5562266 -5583847 -5683191 -4722941 -5557724  7687749 -5486012 -2612652][0 0 0]left arm
[-5536091 -5635468 -5805677 -4757081 -5571387  7683007 -5451262 -2643544][-112 7568 2448]left arm
[-5573307 -5589909 -5685869 -4729528 -5557486  7687938 -5517519 -2594417][0 0 0]left arm
[-5602559 -5529032 -5552168 -4693378 -5544133  7693326 -5569442 -2557462][0 0 0]left arm
[-5567354 -5569584 -5649629 -4717607 -5554457  7689070 -5501347 -2601811][0 0 0]left arm
[-5531716 -5633286 -5799597 -4758474 -5571039  7683041 -5448740 -2644747][0 0 0]left arm
[-5560209 -5603189 -5718202 -4740874 -5561241  7686565 -5501566 -2605931][0 0 0]left arm
[-5597681 -5534462 -5559788 -4699387 -5544706  7692836 -5568490 -2558122][0 0 0]left arm
[-5571282 -5556057 -5618732 -4712911 -5550952  7690193 -5517288 -2590660][0 0 0]left arm
[-5515724 -5627086 -5785391 -4757784 -5569117  7683459 -5450164 -2642636][0 0 0]left arm
