1,2,3,4,5,6,7,8,9,10,11
64738.2,50759.78,-15398.47,-20901.05,6317.32,-3704.73,6986.95,1581.41,0.036,0.776,0.608
65070.87,51186.75,-15540.81,-21081.56,6160.68,-3844.88,6818.22,1413.17,0.038,0.764,0.6
64718.98,50621.87,-15295.57,-20998.44,6481.54,-3491.61,7144.31,1721.96,0.038,0.764,0.6
64298.32,50072.24,-15099.07,-20771.16,6699.96,-3312.28,7376.7,1941.99,0.038,0.764,0.6
64650.81,50629.16,-15346.35,-20875.75,6377.02,-3656.63,7046.77,1631.25,0.038,0.764,0.6
65090.91,51210.82,-15527.58,-21052.91,6166.09,-3850.47,6820.28,1411.53,0.038,0.764,0.6
64840.0,50795.34,-15358.96,-21030.73,6401.2,-3578.69,7062.39,1638.99,0.038,0.764,0.6
64326.33,50095.6,-15118.76,-20806.12,6680.09,-3315.03,7350.59,1925.74,0.038,0.764,0.6
64587.51,50526.32,-15317.92,-20848.75,6407.95,-3619.66,7066.19,1659.68,0.038,0.764,0.6
65093.55,51203.55,-15521.34,-21024.74,6158.11,-3854.6,6805.68,1409.26,0.038,0.764,0.6
64965.86,50959.88,-15423.98,-21068.75,6308.42,-3675.12,6965.12,1549.4,0.038,0.764,0.6
64399.57,50172.2,-15150.62,-20864.77,6641.91,-3350.21,7311.34,1877.28,0.038,0.774,0.604
64524.03,50426.59,-15274.11,-20830.1,6455.03,-3572.99,7117.73,1704.45,0.038,0.774,0.604
65064.05,51161.2,-15506.52,-21011.24,6169.89,-3855.27,6816.48,1412.38,0.038,0.774,0.604
65063.76,51098.3,-15482.76,-21099.62,6234.46,-3758.78,6884.99,1475.68,0.038,0.774,0.604
64529.86,50316.59,-15160.79,-20884.22,6627.96,-3351.71,7289.91,1871.85,0.038,0.774,0.604
64504.29,50354.7,-15209.4,-20789.6,6528.36,-3492.1,7185.86,1784.5,0.038,0.774,0.604
65017.63,51082.32,-15479.12,-20983.24,6197.42,-3828.83,6842.45,1446.67,0.038,0.774,0.604
65157.25,51221.08,-15509.67,-21099.04,6187.05,-3812.96,6834.11,1428.34,0.038,0.774,0.604
64646.56,50465.57,-15215.93,-20941.26,6555.21,-3420.31,7215.43,1794.93,0.038,0.774,0.604
64476.27,50295.09,-15163.58,-20777.04,6577.54,-3439.33,7243.22,1830.7,0.038,0.774,0.604
64952.96,50998.45,-15443.83,-20953.26,6223.53,-3799.06,6871.44,1475.82,0.04,0.78,0.606
65218.61,51314.11,-15531.35,-21101.19,6135.96,-3868.68,6778.01,1377.29,0.04,0.78,0.606
64783.51,50644.74,-15257.57,-20980.75,6493.49,-3485.55,7149.45,1725.93,0.04,0.78,0.606
64451.34,50237.85,-15139.95,-20788.84,6607.76,-3405.0,7276.72,1857.65,0.04,0.78,0.606
64872.07,50875.05,-15410.52,-20931.83,6264.93,-3763.72,6914.78,1516.99,0.04,0.78,0.606
65260.05,51363.14,-15531.58,-21080.8,6132.47,-3885.87,6768.24,1367.77,0.04,0.78,0.606
64903.72,50806.77,-15330.61,-21034.09,6406.32,-3578.74,7060.67,1633.09,0.04,0.78,0.606
64455.16,50217.53,-15133.81,-20813.43,6623.45,-3384.21,7290.58,1867.33,0.04,0.78,0.606
64798.11,50759.91,-15363.05,-20896.94,6315.06,-3710.93,6970.77,1572.62,0.04,0.78,0.606
65270.04,51378.19,-15520.85,-21055.05,6119.42,-3886.77,6766.01,1375.37,0.04,0.78,0.606
65058.57,51008.33,-15340.85,-21022.29,6362.56,-3606.48,7020.88,1614.65,0.036,0.78,0.6
64535.54,50289.23,-15079.02,-20790.52,6673.47,-3318.05,7347.44,1925.13,0.036,0.78,0.6
64734.89,50653.19,-15293.64,-20849.95,6388.78,-3641.64,7046.3,1640.84,0.036,0.78,0.6
65239.69,51336.66,-15506.77,-21034.71,6129.16,-3888.31,6772.24,1378.36,0.036,0.78,0.6
65153.52,51147.14,-15394.16,-21056.04,6290.7,-3692.08,6944.08,1536.7,0.036,0.78,0.6
64587.35,50353.27,-15108.44,-20847.85,6642.36,-3344.76,7312.95,1892.16,0.036,0.78,0.6
64660.6,50537.83,-15242.97,-20830.75,6448.9,-3582.47,7116.5,1710.76,0.036,0.78,0.6
65192.97,51271.32,-15470.89,-21003.08,6157.93,-3860.53,6806.17,1419.76,0.036,0.78,0.6
65225.41,51254.94,-15449.66,-21090.68,6206.61,-3780.78,6850.52,1453.42,0.036,0.78,0.6
64682.28,50463.84,-15137.88,-20892.49,6594.44,-3387.83,7251.44,1829.62,0.036,0.78,0.6
64602.82,50435.1,-15187.54,-20804.6,6503.8,-3528.63,7165.92,1747.5,0.03,0.774,0.594
65124.55,51174.25,-15441.66,-20974.79,6184.64,-3846.53,6834.25,1428.54,0.03,0.774,0.594
65270.46,51331.02,-15499.08,-21111.94,6142.88,-3862.83,6791.33,1382.3,0.03,0.774,0.594
64778.68,50589.59,-15192.37,-20944.54,6530.87,-3448.0,7192.66,1773.57,0.03,0.774,0.594
64578.12,50368.74,-15123.7,-20767.79,6578.32,-3444.36,7242.01,1831.55,0.03,0.774,0.594
65039.51,51057.44,-15402.63,-20935.38,6233.05,-3796.2,6883.44,1489.1,0.03,0.774,0.594
65326.05,51408.94,-15498.52,-21079.08,6135.15,-3868.46,6783.4,1388.89,0.03,0.774,0.594
64902.49,50756.77,-15243.24,-20973.47,6472.01,-3502.38,7135.59,1718.09,0.03,0.774,0.594
64557.22,50319.77,-15091.7,-20759.99,6630.0,-3384.19,7305.49,1885.06,0.03,0.774,0.594
64973.52,50948.54,-15339.87,-20875.12,6302.28,-3726.15,6959.89,1563.3,0.03,0.774,0.594
65338.68,51425.95,-15511.26,-21067.26,6108.98,-3905.01,6754.65,1357.44,0.036,0.776,0.596
65004.1,50901.04,-15313.22,-21025.17,6382.67,-3598.63,7044.62,1627.77,0.036,0.776,0.596
64535.92,50281.19,-15105.33,-20805.76,6616.59,-3385.44,7289.46,1877.41,0.036,0.776,0.596
64845.58,50781.91,-15335.84,-20888.91,6305.85,-3714.48,6969.32,1579.84,0.036,0.776,0.596
65292.26,51375.57,-15537.93,-21088.13,6078.91,-3943.18,6721.68,1331.69,0.036,0.776,0.596
65105.89,51038.73,-15369.68,-21065.07,6309.96,-3675.1,6968.33,1563.97,0.036,0.776,0.596
64584.34,50315.29,-15089.13,-20818.41,6636.99,-3355.38,7310.83,1897.86,0.036,0.776,0.596
64796.25,50682.15,-15244.27,-20816.25,6411.78,-3613.79,7072.34,1679.04,0.036,0.776,0.596
65278.69,51348.41,-15488.46,-21026.8,6119.17,-3901.56,6762.72,1375.73,0.036,0.776,0.596
65199.23,51174.96,-15412.24,-21080.29,6242.93,-3748.21,6895.09,1488.49,0.036,0.776,0.596
64660.18,50401.68,-15094.18,-20849.66,6631.81,-3365.81,7300.15,1874.51,0.038,0.778,0.602
64705.53,50553.59,-15201.73,-20806.21,6468.33,-3571.27,7137.31,1727.63,0.038,0.778,0.602
65202.63,51256.39,-15474.18,-21019.65,6134.23,-3897.45,6787.6,1394.88,0.038,0.778,0.602
65236.67,51253.11,-15492.93,-21140.55,6141.25,-3858.51,6793.01,1393.07,0.038,0.778,0.602
64707.71,50475.8,-15174.35,-20944.86,6533.95,-3449.34,7194.67,1780.74,0.038,0.778,0.602
64631.25,50434.79,-15166.75,-20807.57,6501.21,-3524.56,7162.24,1764.47,0.038,0.778,0.602
65112.71,51134.38,-15453.48,-21008.72,6149.97,-3885.16,6801.26,1410.24,0.038,0.778,0.602
65279.07,51321.37,-15526.55,-21157.56,6092.19,-3921.88,6753.22,1345.89,0.038,0.778,0.602
64827.16,50629.92,-15201.73,-20969.87,6494.34,-3490.72,7163.06,1739.48,0.038,0.778,0.602
64596.63,50368.05,-15116.28,-20781.38,6559.48,-3466.82,7227.5,1809.44,0.038,0.778,0.602
65042.64,51036.47,-15397.49,-20950.15,6205.09,-3836.32,6857.43,1448.3,0.042,0.782,0.6
65339.38,51406.24,-15512.36,-21108.79,6084.41,-3931.78,6736.1,1332.43,0.042,0.782,0.6
64929.0,50778.02,-15267.05,-21013.77,6409.0,-3564.72,7072.11,1668.2,0.042,0.782,0.6
64580.25,50328.66,-15077.5,-20772.73,6606.82,-3403.5,7275.18,1871.6,0.042,0.782,0.6
64992.05,50949.3,-15307.68,-20868.95,6303.04,-3733.23,6959.08,1563.71,0.042,0.782,0.6
65371.07,51449.64,-15491.86,-21066.43,6096.01,-3922.55,6743.41,1353.51,0.042,0.782,0.6
65062.93,50956.93,-15304.28,-21033.95,6354.87,-3630.62,7008.17,1605.55,0.042,0.782,0.6
64590.44,50322.16,-15070.46,-20796.11,6620.79,-3389.57,7283.43,1875.89,0.042,0.782,0.6
64869.36,50789.69,-15302.29,-20872.73,6312.67,-3721.21,6968.47,1578.9,0.042,0.782,0.6
65330.23,51410.31,-15506.79,-21060.44,6061.86,-3952.28,6714.02,1324.79,0.042,0.782,0.6
65162.73,51106.28,-15360.92,-21055.19,6274.45,-3713.38,6928.88,1520.1,0.036,0.784,0.608
64634.27,50367.29,-15073.21,-20813.85,6623.72,-3379.99,7285.84,1872.92,0.036,0.784,0.608
64789.77,50668.18,-15246.37,-20831.47,6379.99,-3656.88,7039.21,1647.95,0.036,0.784,0.608
65271.92,51339.36,-15501.63,-21050.22,6072.66,-3957.42,6715.11,1331.69,0.036,0.784,0.608
65225.99,51204.63,-15434.73,-21109.7,6184.17,-3816.81,6831.03,1433.02,0.036,0.784,0.608
64710.06,50447.42,-15092.52,-20858.24,6593.45,-3402.02,7252.31,1844.82,0.036,0.784,0.608
64735.03,50568.7,-15178.4,-20795.01,6451.67,-3587.23,7106.71,1717.64,0.036,0.784,0.608
65209.6,51257.49,-15475.95,-21026.44,6093.55,-3938.09,6739.25,1364.86,0.036,0.784,0.608
65305.83,51325.21,-15463.47,-21112.81,6135.53,-3872.17,6782.93,1392.13,0.036,0.784,0.608
64774.44,50545.12,-15161.1,-20931.58,6514.37,-3477.84,7173.81,1765.85,0.036,0.784,0.608
64670.08,50466.35,-15135.51,-20778.79,6502.1,-3528.02,7164.05,1773.01,0.04,0.784,0.612
65168.23,51189.92,-15397.92,-20950.07,6173.51,-3867.75,6827.03,1437.42,0.04,0.784,0.612
65358.76,51410.48,-15481.62,-21108.67,6095.41,-3926.78,6743.59,1342.47,0.04,0.784,0.612
64897.01,50707.57,-15189.57,-20964.46,6468.01,-3525.45,7127.93,1713.19,0.04,0.784,0.612
64638.58,50401.3,-15086.0,-20772.08,6556.73,-3475.43,7220.73,1815.61,0.04,0.784,0.612
65077.44,51061.11,-15357.57,-20929.39,6210.63,-3828.45,6860.85,1478.55,0.04,0.784,0.612
65396.66,51461.71,-15485.0,-21096.11,6071.25,-3945.02,6717.24,1340.03,0.04,0.784,0.612
65010.56,50864.37,-15245.48,-21010.17,6389.54,-3594.52,7046.88,1652.93,0.04,0.784,0.612
64612.63,50354.59,-15070.08,-20788.17,6578.19,-3434.39,7245.52,1858.08,0.04,0.784,0.612
64989.19,50939.69,-15313.13,-20890.48,6263.92,-3771.61,6919.72,1543.52,0.04,0.784,0.612
65404.13,51482.12,-15476.48,-21065.22,6075.38,-3950.78,6721.91,1340.72,0.042,0.776,0.602
65128.38,51028.74,-15292.24,-21032.79,6325.45,-3665.53,6982.84,1583.24,0.042,0.776,0.602
64640.82,50367.06,-15050.08,-20796.93,6605.03,-3407.32,7275.18,1865.99,0.042,0.776,0.602
64902.29,50805.47,-15265.5,-20857.55,6317.41,-3724.76,6973.88,1583.06,0.042,0.776,0.602
65355.63,51427.9,-15492.22,-21066.29,6051.82,-3980.64,6697.61,1311.11,0.042,0.776,0.602
65193.87,51142.04,-15381.69,-21093.72,6217.65,-3779.99,6872.78,1472.51,0.042,0.776,0.602
64665.67,50394.58,-15081.88,-20847.61,6576.75,-3428.11,7244.49,1833.6,0.042,0.776,0.602
64804.21,50666.69,-15226.83,-20835.45,6367.41,-3674.47,7029.13,1640.86,0.042,0.776,0.602
65305.34,51361.36,-15468.9,-21033.15,6075.63,-3957.2,6727.92,1352.59,0.042,0.776,0.602
65282.71,51267.52,-15419.69,-21101.43,6165.8,-3836.5,6821.64,1432.1,0.042,0.776,0.602
64728.82,50470.98,-15118.96,-20898.75,6538.78,-3460.5,7205.11,1798.6,0.048,0.778,0.6
64744.87,50566.21,-15165.64,-20798.83,6439.52,-3599.59,7100.34,1708.03,0.048,0.778,0.6
65241.79,51270.41,-15440.36,-21002.5,6101.15,-3936.83,6747.83,1368.08,0.048,0.778,0.6
65334.46,51345.69,-15471.14,-21129.84,6095.9,-3917.01,6750.07,1360.3,0.048,0.778,0.6
64823.39,50590.67,-15160.47,-20944.7,6484.93,-3508.53,7152.27,1742.83,0.048,0.778,0.6
64676.98,50450.97,-15135.62,-20798.61,6477.49,-3554.89,7145.45,1748.87,0.048,0.778,0.6
65151.36,51143.16,-15414.54,-20981.74,6129.12,-3911.18,6775.93,1392.49,0.048,0.778,0.6
65382.29,51416.01,-15491.21,-21121.88,6055.0,-3961.38,6694.84,1306.86,0.048,0.778,0.6
64932.93,50731.8,-15218.45,-20995.57,6410.55,-3573.53,7073.95,1673.05,0.048,0.778,0.6
64641.4,50383.42,-15109.91,-20805.29,6515.51,-3508.49,7195.5,1798.26,0.048,0.778,0.6
65041.5,51003.75,-15392.84,-20969.45,6159.76,-3879.26,6824.12,1440.48,0.046,0.78,0.602
65392.84,51445.02,-15506.37,-21117.86,6032.51,-3989.58,6685.72,1298.39,0.046,0.78,0.602
65052.78,50899.7,-15262.31,-21024.3,6351.09,-3633.41,7014.45,1613.77,0.046,0.78,0.602
64631.43,50352.38,-15068.65,-20795.75,6560.04,-3450.48,7233.2,1839.17,0.046,0.78,0.602
64983.31,50905.87,-15306.16,-20895.95,6248.39,-3791.79,6909.39,1525.6,0.046,0.78,0.602
65402.01,51463.39,-15489.67,-21082.08,6036.07,-3990.75,6689.97,1305.03,0.046,0.78,0.602
65119.48,51014.26,-15355.09,-21096.85,6236.65,-3756.21,6897.26,1494.8,0.046,0.78,0.602
64639.81,50350.52,-15083.87,-20843.76,6548.86,-3460.54,7219.3,1813.26,0.046,0.78,0.602
64894.22,50779.83,-15264.54,-20873.18,6297.45,-3744.88,6960.4,1573.63,0.046,0.78,0.602
65383.63,51439.16,-15463.94,-21052.91,6053.46,-3979.82,6703.78,1319.83,0.046,0.78,0.602
65264.57,51206.13,-15353.14,-21076.44,6217.0,-3783.84,6872.76,1470.88,0.044,0.782,0.6
64706.31,50430.79,-15081.28,-20866.83,6551.39,-3455.85,7224.4,1807.16,0.044,0.782,0.6
64812.43,50664.5,-15222.97,-20854.09,6347.27,-3696.31,7013.15,1616.72,0.044,0.782,0.6
65302.36,51354.02,-15478.11,-21059.97,6039.46,-4000.76,6688.45,1298.95,0.044,0.782,0.6
65298.21,51289.7,-15447.76,-21144.95,6103.37,-3905.86,6755.43,1352.26,0.044,0.782,0.6
64785.01,50529.31,-15113.94,-20916.47,6508.78,-3490.58,7173.39,1757.38,0.044,0.782,0.6
64770.17,50580.39,-15145.52,-20806.7,6427.31,-3607.12,7090.11,1696.3,0.044,0.782,0.6
65270.69,51295.15,-15409.29,-20993.74,6100.39,-3927.85,6750.34,1370.74,0.044,0.782,0.6
65405.14,51425.91,-15438.1,-21109.86,6091.88,-3911.94,6743.03,1350.45,0.044,0.782,0.6
64901.62,50678.31,-15137.88,-20942.78,6474.27,-3512.11,7139.12,1728.3,0.044,0.782,0.6
64718.98,50493.46,-15102.45,-20793.85,6485.22,-3545.41,7150.9,1747.46,0.044,0.782,0.6
65176.88,51174.29,-15391.12,-20982.52,6124.36,-3912.34,6775.17,1386.19,0.036,0.78,0.598
65403.06,51453.98,-15508.22,-21154.79,6005.96,-4006.86,6653.09,1262.85,0.036,0.78,0.598
64967.42,50791.1,-15243.2,-21034.4,6350.58,-3626.55,7009.55,1609.21,0.036,0.78,0.598
64677.03,50427.19,-15086.44,-20802.75,6504.27,-3507.59,7171.69,1776.47,0.036,0.78,0.598
65095.23,51060.12,-15340.52,-20934.98,6179.25,-3851.16,6836.01,1453.74,0.036,0.78,0.598
65451.79,51518.45,-15477.46,-21102.91,6028.02,-3989.32,6678.48,1290.61,0.036,0.78,0.598
65115.9,50990.32,-15253.77,-21033.64,6327.02,-3661.6,6988.14,1576.16,0.036,0.78,0.598
64667.59,50406.27,-15070.24,-20825.48,6531.6,-3485.13,7201.44,1789.12,0.036,0.78,0.598
64981.55,50914.68,-15320.13,-20931.54,6206.27,-3825.1,6866.57,1482.01,0.036,0.78,0.598
65407.84,51481.59,-15515.06,-21124.43,5978.67,-4038.87,6626.84,1244.43,0.036,0.78,0.598
65191.92,51105.74,-15341.16,-21099.42,6216.87,-3768.5,6875.15,1473.25,0.042,0.778,0.592
64699.87,50419.19,-15062.66,-20845.95,6543.72,-3457.9,7216.66,1807.94,0.042,0.778,0.592
64914.63,50802.27,-15243.98,-20872.82,6291.35,-3741.99,6958.59,1567.01,0.042,0.778,0.592
65391.43,51459.73,-15459.0,-21062.47,6028.47,-3994.7,6681.29,1296.49,0.042,0.778,0.592
65277.06,51248.43,-15369.51,-21099.6,6168.61,-3821.97,6827.92,1429.24,0.042,0.778,0.592
64699.91,50448.27,-15099.03,-20898.05,6505.43,-3488.88,7181.06,1766.41,0.042,0.778,0.592
64773.66,50633.38,-15216.26,-20868.06,6328.69,-3709.58,6993.64,1591.91,0.042,0.778,0.592
65257.57,51321.39,-15456.23,-21056.91,6034.34,-3996.69,6685.21,1299.49,0.042,0.778,0.592
65240.34,51254.09,-15448.7,-21157.51,6081.48,-3916.61,6738.11,1348.99,0.042,0.778,0.592
64665.36,50436.02,-15142.08,-20964.28,6472.13,-3524.51,7142.52,1725.71,0.042,0.778,0.592
64582.39,50408.9,-15160.38,-20846.04,6413.39,-3620.69,7083.74,1686.55,0.038,0.78,0.592
65037.34,51080.37,-15431.44,-21034.04,6080.03,-3944.05,6740.15,1371.3,0.038,0.78,0.592
65148.47,51205.36,-15480.13,-21164.31,6056.34,-3952.62,6719.63,1333.62,0.038,0.78,0.592
64657.7,50469.14,-15184.75,-21004.31,6436.65,-3556.54,7112.84,1700.43,0.038,0.78,0.592
64456.82,50251.39,-15117.78,-20829.54,6482.63,-3548.59,7164.47,1762.08,0.038,0.78,0.592
64893.37,50908.62,-15403.95,-21009.63,6125.61,-3911.26,6796.41,1407.22,0.038,0.78,0.592
65163.89,51239.72,-15504.89,-21162.27,6020.69,-3995.11,6683.71,1291.84,0.038,0.78,0.592
64750.63,50605.64,-15255.42,-21059.79,6348.34,-3636.99,7021.04,1610.64,0.038,0.78,0.592
64418.53,50187.0,-15104.35,-20845.95,6500.58,-3520.11,7186.17,1775.49,0.038,0.78,0.592
64840.35,50817.96,-15335.17,-20951.68,6191.52,-3845.71,6860.96,1469.31,0.038,0.78,0.592
65208.84,51293.86,-15499.28,-21138.25,6003.07,-4017.59,6662.47,1272.89,0.04,0.784,0.596
64896.01,50786.94,-15296.1,-21084.58,6276.01,-3706.9,6945.69,1541.56,0.04,0.784,0.596
64460.98,50201.26,-15076.27,-20850.38,6521.32,-3488.53,7196.97,1790.29,0.04,0.784,0.596
64787.65,50718.03,-15298.34,-20926.98,6222.93,-3812.69,6882.37,1494.01,0.04,0.784,0.596
65212.44,51296.25,-15520.83,-21139.25,5964.34,-4054.83,6614.22,1229.86,0.04,0.784,0.596
65035.24,50970.52,-15359.58,-21121.3,6187.43,-3798.59,6847.43,1444.08,0.04,0.784,0.596
64537.8,50272.18,-15085.46,-20883.17,6507.73,-3492.24,7179.02,1763.53,0.04,0.784,0.596
64734.0,50627.91,-15262.89,-20906.88,6262.82,-3772.5,6930.31,1533.13,0.04,0.784,0.596
65230.84,51310.08,-15484.93,-21097.25,5994.25,-4030.33,6654.09,1265.51,0.04,0.784,0.596
65149.05,51128.32,-15425.61,-21162.63,6097.62,-3894.17,6762.99,1363.03,0.04,0.784,0.596
