1,2,3,4,5,6,7,8,9,10,11
64900.88,50637.09,-15281.28,-21718.27,4786.2,-5054.65,5753.36,559.42,0.052,0.784,0.592
65023.75,50881.49,-15412.26,-21729.22,4611.37,-5310.6,5577.43,398.98,0.052,0.784,0.592
65483.75,51526.56,-15618.17,-21982.13,4350.92,-5650.68,5291.35,113.26,0.052,0.784,0.592
65421.03,51401.77,-15603.73,-21934.3,4378.86,-5359.9,5333.69,182.7,0.052,0.784,0.592
64955.26,50703.79,-15318.32,-21759.02,4759.31,-5043.65,5730.41,551.71,0.052,0.784,0.592
64948.78,50780.34,-15356.54,-21698.22,4662.51,-5277.43,5630.94,451.75,0.052,0.784,0.592
65408.73,51435.25,-15586.52,-21825.25,4371.04,-5724.97,5323.4,129.19,0.052,0.784,0.592
65485.71,51493.14,-15654.83,-22006.25,4342.63,-5487.8,5301.03,126.53,0.052,0.784,0.592
65029.34,50792.95,-15372.39,-21824.29,4697.98,-5060.97,5673.19,502.27,0.052,0.784,0.592
64902.8,50700.77,-15326.61,-21675.36,4699.54,-5163.23,5678.21,509.58,0.052,0.784,0.592
65322.32,51318.11,-15578.85,-21922.72,4388.79,-5583.64,5349.82,178.12,0.048,0.778,0.596
65538.46,51572.25,-15650.27,-21983.01,4320.01,-5693.91,5282.79,85.79,0.048,0.778,0.596
65116.46,50929.52,-15423.53,-21837.94,4629.74,-4994.27,5622.42,468.51,0.048,0.778,0.596
64860.09,50616.42,-15293.82,-21630.99,4748.11,-4994.65,5746.52,584.61,0.048,0.778,0.596
65208.93,51175.34,-15556.43,-21809.65,4402.06,-5413.19,5381.14,221.62,0.048,0.778,0.596
65502.59,51551.57,-15691.62,-21944.07,4250.47,-5503.83,5222.64,71.1,0.048,0.778,0.596
65237.92,51087.44,-15445.99,-21885.02,4582.98,-5235.25,5556.49,373.48,0.048,0.778,0.596
64885.75,50610.25,-15241.27,-21707.43,4808.17,-5093.34,5790.46,600.35,0.048,0.778,0.596
65176.75,51104.29,-15470.69,-21829.29,4499.5,-5466.25,5471.46,297.26,0.048,0.778,0.596
65528.74,51594.44,-15658.76,-21896.73,4273.39,-5486.26,5237.71,99.49,0.048,0.778,0.596
65315.24,51222.13,-15486.58,-21880.55,4498.44,-5355.52,5463.91,294.17,0.046,0.786,0.59
64911.39,50652.8,-15228.15,-21739.64,4815.17,-5358.63,5787.38,552.78,0.046,0.786,0.59
65093.48,50992.02,-15416.71,-21712.86,4545.88,-5384.22,5524.14,345.51,0.046,0.786,0.59
65509.47,51558.84,-15620.7,-21890.78,4302.53,-5557.65,5271.75,123.14,0.046,0.786,0.59
65380.77,51320.45,-15578.29,-22063.23,4414.29,-5417.66,5382.59,219.56,0.046,0.786,0.59
64919.95,50669.32,-15295.19,-21785.8,4751.89,-5230.69,5732.73,549.92,0.046,0.786,0.59
65015.46,50885.91,-15378.63,-21657.92,4587.23,-5220.83,5571.82,421.8,0.046,0.786,0.59
65484.04,51531.03,-15586.32,-21901.38,4332.98,-5561.49,5297.12,142.34,0.046,0.786,0.59
65457.93,51451.23,-15594.83,-21948.61,4358.84,-5468.26,5324.99,158.09,0.046,0.786,0.59
64941.18,50698.47,-15348.34,-21760.32,4686.11,-5107.8,5670.44,493.26,0.046,0.786,0.59
64945.32,50765.91,-15351.58,-21727.41,4650.59,-5274.43,5634.45,453.16,0.048,0.792,0.598
65377.42,51410.53,-15587.64,-21853.28,4328.97,-5457.89,5304.65,164.73,0.048,0.792,0.598
65494.5,51523.63,-15637.44,-22017.23,4299.85,-5649.96,5268.69,95.2,0.048,0.792,0.598
65100.71,50887.66,-15340.14,-21876.3,4695.05,-5425.91,5665.45,440.75,0.048,0.792,0.598
64892.01,50686.27,-15322.3,-21713.8,4679.7,-5250.29,5657.83,463.55,0.048,0.792,0.598
65258.69,51257.84,-15600.31,-21845.61,4328.88,-5410.8,5309.14,176.67,0.048,0.792,0.598
65522.21,51564.36,-15670.45,-22005.87,4266.79,-5627.7,5231.2,70.92,0.048,0.792,0.598
65127.01,50952.99,-15447.98,-21847.4,4567.94,-5195.62,5549.67,391.8,0.048,0.792,0.598
64846.45,50604.44,-15303.64,-21642.5,4708.91,-5166.05,5705.82,529.02,0.048,0.792,0.598
65209.85,51172.75,-15547.4,-21833.16,4393.32,-5585.9,5376.44,191.62,0.048,0.792,0.598
65531.49,51582.13,-15667.77,-21947.33,4253.0,-5579.08,5234.76,82.61,0.044,0.786,0.602
65249.9,51105.14,-15476.55,-21916.49,4533.72,-5342.16,5516.1,339.99,0.044,0.786,0.602
64865.83,50613.13,-15278.8,-21672.54,4744.9,-5074.58,5741.89,574.53,0.044,0.786,0.602
65146.66,51081.18,-15469.91,-21731.01,4457.94,-5382.55,5447.63,299.58,0.044,0.786,0.602
65530.98,51598.82,-15656.41,-21970.58,4252.89,-5627.72,5225.88,76.98,0.044,0.786,0.602
65346.86,51248.1,-15526.86,-22054.26,4466.46,-5462.63,5436.66,256.62,0.044,0.786,0.602
64872.61,50607.14,-15286.0,-21684.5,4725.45,-5156.1,5711.16,539.28,0.044,0.786,0.602
65061.48,50959.36,-15439.49,-21707.39,4496.75,-5430.18,5478.88,321.42,0.044,0.786,0.602
65501.63,51548.55,-15650.31,-22044.68,4259.91,-5783.89,5220.45,42.69,0.044,0.786,0.602
65400.6,51359.9,-15593.36,-22086.38,4362.97,-5623.74,5327.83,138.71,0.044,0.786,0.602
64893.84,50644.09,-15324.04,-21794.45,4687.59,-5175.95,5670.79,501.48,0.046,0.784,0.598
64989.75,50833.97,-15408.98,-21912.4,4562.73,-5612.79,5534.38,337.38,0.046,0.784,0.598
65431.06,51491.18,-15640.77,-21952.72,4252.67,-5845.81,5213.12,34.0,0.046,0.784,0.598
65432.11,51438.45,-15635.47,-21929.61,4282.57,-5601.93,5250.36,95.13,0.046,0.784,0.598
64957.18,50732.94,-15351.4,-21808.37,4648.96,-4961.44,5634.65,498.89,0.046,0.784,0.598
64911.92,50742.88,-15356.39,-21683.11,4592.72,-5286.9,5568.24,425.04,0.046,0.784,0.598
65326.28,51368.38,-15631.85,-21823.15,4254.9,-5575.67,5225.84,103.85,0.046,0.784,0.598
65468.79,51496.61,-15682.45,-21982.47,4234.4,-5558.61,5213.72,81.79,0.046,0.784,0.598
65066.46,50877.31,-15384.75,-21950.26,4605.02,-5350.31,5580.85,404.37,0.046,0.784,0.598
64898.11,50697.87,-15305.22,-21712.51,4666.6,-5403.49,5646.79,464.0,0.046,0.784,0.598
65289.82,51296.2,-15557.24,-21864.72,4344.02,-5787.85,5314.55,131.92,0.052,0.78,0.592
65488.46,51539.52,-15687.66,-22025.7,4201.75,-5803.34,5172.71,11.04,0.052,0.78,0.592
65136.63,50981.18,-15462.02,-22001.2,4520.15,-5553.18,5486.24,300.79,0.052,0.78,0.592
64827.95,50589.02,-15315.88,-21754.13,4668.41,-5263.01,5655.37,499.65,0.052,0.78,0.592
65203.72,51171.03,-15519.24,-21860.72,4379.44,-5681.01,5353.35,195.69,0.052,0.78,0.592
65501.38,51581.25,-15690.41,-21945.52,4174.5,-5559.97,5148.23,34.96,0.052,0.78,0.592
65253.3,51140.27,-15489.45,-21959.18,4479.13,-5338.09,5449.49,302.42,0.052,0.78,0.592
64885.79,50614.27,-15263.63,-21796.46,4747.8,-5305.81,5726.83,550.66,0.052,0.78,0.592
65154.28,51095.35,-15462.29,-21805.29,4443.64,-5766.01,5405.3,220.34,0.052,0.78,0.592
65527.0,51597.21,-15644.59,-21920.82,4210.17,-5717.33,5175.17,46.16,0.052,0.78,0.592
65334.13,51249.44,-15544.27,-21906.41,4398.6,-5565.94,5367.01,216.88,0.052,0.782,0.592
64885.55,50596.32,-15307.64,-21829.03,4716.13,-5400.05,5676.09,480.99,0.052,0.782,0.592
64994.85,50883.27,-15502.88,-21788.39,4430.32,-5314.04,5403.76,290.55,0.052,0.782,0.592
65455.94,51503.04,-15658.6,-21914.28,4206.55,-5710.67,5165.8,51.72,0.052,0.782,0.592
65416.49,51377.74,-15583.77,-21918.77,4327.45,-5640.37,5288.71,144.44,0.052,0.782,0.592
64942.59,50670.64,-15309.27,-21829.07,4682.89,-5300.69,5656.87,493.41,0.052,0.782,0.592
64966.3,50789.35,-15420.83,-21840.43,4523.88,-5515.25,5490.3,335.97,0.052,0.782,0.592
65388.71,51414.69,-15673.76,-21959.0,4198.42,-5814.02,5154.56,26.67,0.052,0.782,0.592
65461.62,51450.18,-15646.06,-21973.82,4249.04,-5751.48,5204.4,65.71,0.052,0.782,0.592
65044.2,50823.3,-15330.03,-21826.46,4659.2,-5408.21,5616.39,442.3,0.052,0.782,0.592
64934.0,50740.54,-15363.2,-21730.46,4578.22,-5380.69,5542.74,397.03,0.052,0.782,0.594
65371.68,51368.55,-15617.92,-22014.14,4273.56,-5851.33,5214.75,74.16,0.052,0.782,0.594
65496.6,51513.71,-15723.38,-22028.34,4195.18,-5853.43,5151.16,14.6,0.052,0.782,0.594
65105.76,50900.8,-15394.09,-21858.91,4573.14,-5415.38,5546.65,381.95,0.052,0.782,0.594
64901.11,50677.62,-15279.05,-21688.32,4656.14,-5402.28,5625.38,461.18,0.052,0.782,0.594
65290.98,51280.46,-15550.15,-21780.86,4308.03,-5831.32,5268.93,98.1,0.052,0.782,0.594
65554.6,51596.54,-15652.55,-21962.38,4212.16,-5845.07,5176.71,25.35,0.052,0.782,0.594
65237.86,51077.6,-15402.47,-21879.16,4547.98,-5545.11,5523.59,352.71,0.052,0.782,0.594
64868.52,50605.42,-15294.52,-21795.34,4671.16,-5200.36,5665.12,538.19,0.052,0.782,0.594
65192.7,51126.46,-15535.45,-21876.46,4353.74,-5628.55,5325.44,203.76,0.052,0.782,0.594
65555.07,51603.65,-15663.86,-21981.73,4196.38,-5788.25,5162.38,39.88,0.048,0.782,0.592
65330.05,51212.16,-15464.46,-21961.39,4469.79,-5707.27,5435.16,265.0,0.048,0.782,0.592
64866.95,50604.41,-15283.72,-21668.14,4674.71,-5161.11,5674.03,548.27,0.048,0.782,0.592
65153.75,51071.81,-15457.53,-21708.39,4428.64,-5567.35,5414.22,293.7,0.048,0.782,0.592
65551.02,51583.4,-15632.85,-21936.47,4214.29,-5933.09,5182.21,47.01,0.048,0.782,0.592
65370.6,51270.25,-15547.52,-22009.34,4364.92,-5652.11,5336.95,193.23,0.048,0.782,0.592
64935.82,50655.78,-15282.38,-21817.94,4693.73,-5698.6,5663.46,460.98,0.048,0.782,0.592
65006.96,50887.88,-15495.41,-21747.51,4398.91,-5509.12,5393.32,274.21,0.048,0.782,0.592
65478.43,51510.73,-15647.81,-21973.2,4190.08,-5945.03,5149.82,7.02,0.048,0.782,0.592
65441.08,51396.85,-15599.3,-22123.42,4294.84,-5765.43,5260.17,110.46,0.048,0.782,0.592
64945.29,50680.99,-15328.51,-21863.27,4618.83,-5442.63,5605.21,442.34,0.038,0.784,0.6
64936.09,50773.5,-15414.59,-21657.14,4463.62,-5425.68,5449.0,343.52,0.038,0.784,0.6
65402.23,51425.35,-15629.95,-21927.51,4192.96,-5772.32,5159.79,55.97,0.038,0.784,0.6
65470.74,51476.31,-15653.31,-22109.58,4221.84,-5845.76,5198.97,68.8,0.038,0.784,0.6
65013.71,50791.61,-15395.88,-21896.97,4585.21,-5614.45,5578.46,411.59,0.038,0.784,0.6
64921.27,50742.01,-15350.06,-21761.23,4551.24,-5599.69,5546.88,383.0,0.038,0.784,0.6
65340.25,51330.96,-15582.65,-21931.46,4236.13,-5937.11,5216.07,71.28,0.038,0.784,0.6
65517.61,51557.0,-15683.32,-22050.6,4170.1,-6031.71,5142.98,-11.94,0.038,0.784,0.6
65093.44,50904.75,-15451.8,-21839.24,4476.45,-5514.62,5478.43,330.49,0.038,0.784,0.6
64893.32,50674.04,-15300.44,-21795.16,4612.64,-5637.98,5590.42,413.64,0.038,0.784,0.6
65254.24,51228.16,-15537.66,-21839.6,4280.27,-5784.85,5262.45,139.12,0.048,0.784,0.594
65502.19,51546.59,-15694.28,-21995.99,4119.58,-5751.19,5107.69,3.58,0.048,0.784,0.594
65167.38,50997.67,-15490.09,-21980.75,4433.04,-5519.67,5420.03,299.4,0.048,0.784,0.594
64889.44,50632.02,-15310.97,-21855.49,4654.44,-5734.52,5627.25,442.32,0.048,0.784,0.594
65171.89,51117.81,-15518.57,-21772.07,4319.5,-5727.77,5294.64,159.12,0.048,0.784,0.594
65567.48,51616.77,-15614.12,-21883.52,4192.27,-5949.05,5161.91,13.88,0.048,0.784,0.594
65340.9,51239.88,-15462.24,-21948.45,4422.58,-5542.92,5404.27,261.49,0.048,0.784,0.594
64923.3,50673.66,-15226.59,-21603.38,4667.69,-5406.57,5664.92,523.05,0.048,0.784,0.594
65158.82,51068.88,-15428.16,-21811.08,4401.64,-5814.96,5403.18,263.82,0.048,0.784,0.594
65538.09,51585.79,-15655.16,-22094.83,4175.13,-5912.39,5138.42,18.51,0.048,0.784,0.594
65403.64,51321.95,-15535.96,-21979.43,4339.88,-5813.51,5306.46,166.05,0.046,0.784,0.594
64934.88,50659.85,-15285.51,-21778.62,4661.5,-5601.93,5636.98,470.08,0.046,0.784,0.594
65004.44,50881.87,-15437.39,-21665.72,4410.58,-5463.59,5407.83,300.23,0.046,0.784,0.594
65466.65,51521.08,-15630.1,-21869.64,4166.88,-5756.27,5155.97,56.86,0.046,0.784,0.594
65471.18,51456.42,-15582.38,-22063.12,4276.81,-5985.17,5249.71,83.66,0.046,0.784,0.594
64961.03,50703.23,-15330.14,-21846.1,4597.42,-5494.08,5587.09,437.8,0.046,0.784,0.594
64952.38,50802.21,-15391.52,-21718.85,4469.45,-5634.34,5452.35,319.74,0.046,0.784,0.594
65403.64,51439.43,-15661.75,-22003.21,4177.05,-6003.86,5136.97,-6.91,0.046,0.784,0.594
65468.04,51496.76,-15688.04,-22048.3,4165.29,-5931.66,5138.98,4.52,0.046,0.784,0.594
65014.09,50815.01,-15366.04,-21803.21,4529.04,-5431.0,5526.74,403.99,0.046,0.784,0.594
64913.66,50715.64,-15318.61,-21654.73,4552.25,-5504.72,5550.34,424.66,0.046,0.784,0.592
65366.8,51376.89,-15529.39,-21874.96,4263.75,-5810.67,5252.88,150.94,0.046,0.784,0.592
65553.51,51598.73,-15617.81,-21979.52,4182.88,-6004.73,5165.31,33.06,0.046,0.784,0.592
65145.59,50960.66,-15404.67,-21908.66,4498.04,-5757.27,5485.74,308.41,0.046,0.784,0.592
64863.04,50679.34,-15318.03,-21597.1,4541.0,-5648.11,5548.02,391.36,0.046,0.784,0.592
65230.17,51227.47,-15551.56,-21834.12,4243.99,-5783.58,5240.14,142.11,0.046,0.784,0.592
65527.0,51596.07,-15680.51,-22029.43,4121.68,-5883.85,5105.79,2.53,0.046,0.784,0.592
65206.05,51073.38,-15476.84,-21938.59,4408.84,-5539.68,5408.25,295.18,0.046,0.784,0.592
64896.86,50653.19,-15261.82,-21793.93,4639.1,-5768.49,5623.54,433.82,0.046,0.784,0.592
65147.62,51101.18,-15535.6,-21919.3,4281.79,-5761.21,5281.4,173.18,0.046,0.784,0.592
65523.04,51606.8,-15666.07,-21869.08,4080.62,-5917.4,5083.5,-23.04,0.042,0.788,0.596
65302.92,51230.18,-15510.61,-21840.27,4344.53,-5480.78,5342.07,244.71,0.042,0.788,0.596
64918.16,50661.19,-15244.51,-21767.36,4660.65,-5500.18,5668.78,518.02,0.042,0.788,0.596
65141.14,51073.64,-15414.86,-21811.64,4400.63,-5875.4,5406.44,267.01,0.042,0.788,0.596
65538.22,51612.75,-15606.08,-21916.24,4153.0,-6009.76,5142.31,19.4,0.042,0.788,0.596
65399.68,51348.23,-15574.16,-21991.77,4278.44,-5904.77,5266.88,125.59,0.042,0.788,0.596
64901.95,50685.51,-15297.26,-21698.76,4578.64,-5534.9,5567.39,418.11,0.042,0.788,0.596
64982.24,50870.47,-15437.59,-21762.31,4386.98,-5637.74,5381.09,272.11,0.042,0.788,0.596
65480.28,51537.93,-15646.71,-22044.56,4160.24,-6007.01,5137.44,19.36,0.042,0.788,0.596
65515.75,51527.9,-15519.24,-22016.62,4272.98,-6102.5,5255.61,88.6,0.042,0.788,0.596
64997.66,50781.48,-15279.23,-21670.04,4569.28,-5351.61,5589.3,454.66,0.048,0.79,0.588
64947.08,50802.18,-15334.12,-21576.83,4483.4,-5318.62,5500.72,424.33,0.048,0.79,0.588
65427.09,51469.61,-15568.01,-21878.91,4200.92,-5985.33,5199.86,93.68,0.048,0.79,0.588
65538.06,51574.84,-15593.69,-21995.1,4211.02,-6129.21,5179.28,13.7,0.048,0.79,0.588
65092.03,50882.2,-15324.56,-21940.45,4564.81,-5687.45,5559.01,396.21,0.048,0.79,0.588
64899.92,50721.34,-15341.68,-21672.29,4502.83,-5506.96,5529.93,420.26,0.048,0.79,0.588
65319.02,51354.52,-15561.98,-21857.03,4193.41,-5682.35,5225.1,157.49,0.048,0.79,0.588
65560.48,51610.6,-15612.51,-22015.44,4174.95,-6009.47,5176.75,54.18,0.048,0.79,0.588
65202.65,51036.16,-15360.7,-21918.21,4521.6,-5917.49,5503.78,311.76,0.048,0.79,0.588
64861.7,50653.59,-15287.01,-21636.51,4563.09,-5317.37,5579.11,488.01,0.048,0.79,0.588
65206.43,51210.08,-15568.48,-21823.66,4219.65,-5808.39,5232.83,148.66,0.05,0.786,0.59
65540.72,51608.01,-15680.31,-21980.17,4093.77,-6043.29,5098.41,-7.35,0.05,0.786,0.59
65266.96,51149.2,-15466.67,-21960.61,4408.77,-5717.35,5397.75,270.84,0.05,0.786,0.59
64925.49,50697.38,-15236.85,-21736.58,4619.35,-5773.5,5624.53,458.3,0.05,0.786,0.59
65131.62,51061.98,-15530.57,-21887.41,4286.46,-5893.22,5281.63,149.33,0.05,0.786,0.59
65506.19,51589.34,-15689.11,-21989.73,4076.71,-5907.66,5083.75,-15.0,0.05,0.786,0.59
65336.63,51250.38,-15493.76,-21911.35,4333.02,-5798.74,5332.54,218.22,0.05,0.786,0.59
64916.64,50677.41,-15246.71,-21787.74,4620.71,-5679.06,5620.86,469.07,0.05,0.786,0.59
65135.91,51057.06,-15408.58,-21816.67,4396.66,-5999.19,5397.1,253.02,0.05,0.786,0.59
65510.32,51587.91,-15641.77,-21974.36,4117.53,-5885.86,5122.13,32.83,0.05,0.786,0.59
65410.1,51379.02,-15563.36,-22052.79,4267.6,-5941.0,5268.15,133.02,0.052,0.786,0.592
64927.75,50714.18,-15283.85,-21705.96,4579.22,-5600.39,5604.5,463.89,0.052,0.786,0.592
65027.84,50912.46,-15363.07,-21678.44,4426.96,-5773.19,5437.69,303.78,0.052,0.786,0.592
65438.82,51495.42,-15610.35,-21830.32,4128.81,-5762.86,5141.26,57.31,0.052,0.786,0.592
65463.23,51463.88,-15603.44,-22007.57,4190.13,-5803.05,5197.58,95.87,0.052,0.786,0.592
65024.87,50811.53,-15295.43,-21765.88,4573.5,-5628.44,5596.72,467.64,0.052,0.786,0.592
64942.05,50778.6,-15374.0,-21757.72,4455.55,-5762.41,5477.36,348.11,0.052,0.786,0.592
65344.81,51388.58,-15645.86,-22013.83,4134.25,-6078.74,5126.13,16.72,0.052,0.786,0.592
65485.31,51560.06,-15645.68,-21993.42,4108.61,-5915.97,5119.78,32.39,0.052,0.786,0.592
65044.04,50862.04,-15383.23,-21828.49,4464.58,-5571.02,5493.37,384.76,0.052,0.786,0.592
64879.31,50679.76,-15335.06,-21722.25,4506.94,-5769.97,5536.66,405.26,0.054,0.782,0.594
65278.42,51271.61,-15618.57,-21955.47,4177.7,-6096.1,5202.73,80.91,0.054,0.782,0.594
65502.93,51569.18,-15735.09,-22053.21,4063.12,-6174.13,5083.61,-38.78,0.054,0.782,0.594
65113.0,50979.36,-15495.17,-21852.88,4348.91,-5598.73,5376.78,277.09,0.054,0.782,0.594
64856.11,50656.67,-15249.41,-21636.33,4555.78,-5471.91,5566.79,470.73,0.054,0.782,0.594
65216.51,51190.84,-15516.38,-21870.0,4250.94,-6038.97,5251.16,134.31,0.054,0.782,0.594
65542.02,51630.88,-15681.31,-22078.98,4075.66,-6149.21,5080.13,-42.65,0.054,0.782,0.594
65242.41,51140.1,-15483.88,-21899.39,4351.59,-5629.47,5373.2,267.68,0.054,0.782,0.594
64871.71,50635.08,-15282.13,-21752.49,4569.12,-5608.48,5597.57,462.97,0.054,0.782,0.594
65109.67,51073.64,-15500.91,-21742.48,4262.16,-5905.6,5273.2,160.31,0.054,0.782,0.594
65518.82,51592.38,-15666.16,-21900.39,4083.57,-6154.49,5081.4,-34.47,0.05,0.788,0.596
65355.61,51285.88,-15508.44,-21964.19,4294.35,-6005.78,5293.92,163.99,0.05,0.788,0.596
64899.36,50668.3,-15322.92,-21747.75,4565.46,-5551.99,5585.83,475.6,0.05,0.788,0.596
65081.3,50988.2,-15435.71,-21705.24,4360.04,-5810.47,5373.36,286.1,0.05,0.788,0.596
65515.93,51568.71,-15586.94,-21987.28,4130.92,-6034.81,5130.31,40.3,0.05,0.788,0.596
65445.48,51416.88,-15533.46,-22018.28,4238.87,-6084.61,5224.56,94.91,0.05,0.788,0.596
64977.39,50761.3,-15252.76,-21696.08,4577.03,-5746.83,5585.43,443.88,0.05,0.788,0.596
64984.72,50886.27,-15384.35,-21610.96,4376.99,-5486.91,5424.79,374.93,0.05,0.788,0.596
65450.96,51495.78,-15597.02,-21942.8,4133.37,-6112.75,5149.93,54.36,0.05,0.788,0.596
65488.29,51482.23,-15617.32,-22225.88,4178.44,-6319.55,5170.79,14.28,0.05,0.788,0.596
64974.46,50786.45,-15370.27,-21790.85,4469.66,-5676.67,5495.98,380.72,0.046,0.776,0.592
64938.16,50780.95,-15356.12,-21694.42,4430.54,-5677.39,5462.36,370.35,0.046,0.776,0.592
65355.0,51407.25,-15619.11,-21939.04,4102.3,-6111.5,5117.16,27.63,0.046,0.776,0.592
65500.76,51552.44,-15658.56,-22015.55,4071.66,-6204.98,5074.65,-40.43,0.046,0.776,0.592
65077.23,50915.08,-15379.5,-21771.18,4418.45,-5573.92,5445.85,364.38,0.046,0.776,0.592
64887.38,50707.43,-15314.25,-21644.56,4464.22,-5487.17,5510.02,447.68,0.046,0.776,0.592
65296.68,51313.14,-15563.43,-21910.77,4179.96,-6032.49,5203.98,110.66,0.046,0.776,0.592
65536.43,51598.08,-15700.16,-22060.75,4050.76,-6342.91,5066.04,-57.44,0.046,0.776,0.592
65152.45,51035.78,-15435.26,-21857.01,4355.01,-5663.02,5371.46,288.65,0.046,0.776,0.592
64860.38,50641.07,-15283.38,-21700.28,4521.96,-5584.72,5556.49,472.52,0.046,0.776,0.592
65209.27,51173.07,-15511.95,-21907.97,4222.87,-6103.57,5240.63,138.54,0.048,0.774,0.588
65563.54,51689.88,-15641.44,-21975.65,4048.64,-6246.57,5057.66,-45.37,0.048,0.774,0.588
65309.58,51238.38,-15476.06,-21996.75,4316.77,-6159.16,5321.59,173.43,0.048,0.774,0.588
64848.51,50629.72,-15337.81,-21776.43,4492.05,-5584.63,5532.03,440.31,0.048,0.774,0.588
65096.84,51038.91,-15483.14,-21766.46,4211.36,-5758.41,5247.5,203.98,0.048,0.774,0.588
65529.12,51601.23,-15629.59,-21972.88,4062.9,-6296.08,5059.32,-44.14,0.048,0.774,0.588
65369.69,51336.84,-15546.93,-21997.63,4233.46,-6055.91,5252.86,139.59,0.048,0.774,0.588
64876.07,50657.32,-15309.49,-21790.92,4511.5,-5571.37,5550.7,459.8,0.048,0.774,0.588
65038.75,50934.37,-15447.58,-21830.99,4300.99,-5982.04,5322.64,224.66,0.048,0.774,0.588
65481.8,51572.16,-15640.03,-21928.47,4043.79,-6307.75,5049.62,-48.77,0.048,0.774,0.588
65382.27,51393.23,-15609.43,-21908.64,4110.69,-5937.47,5130.66,55.57,0.052,0.782,0.59
64938.43,50703.21,-15308.26,-21819.82,4499.09,-5667.33,5533.49,437.67,0.052,0.782,0.59
64989.1,50856.12,-15381.62,-21725.47,4365.83,-5895.38,5389.03,294.75,0.052,0.782,0.59
65435.85,51495.4,-15602.3,-21866.64,4075.35,-6138.77,5082.99,11.33,0.052,0.782,0.59
65526.55,51529.38,-15581.4,-22032.54,4145.38,-6246.35,5139.18,29.95,0.052,0.782,0.59
65039.02,50848.88,-15347.51,-21902.34,4464.07,-5881.46,5474.66,350.23,0.052,0.782,0.59
64896.3,50754.86,-15389.4,-21856.52,4375.04,-5847.17,5405.52,309.59,0.052,0.782,0.59
65318.81,51358.59,-15601.45,-21866.2,4066.03,-6054.48,5092.78,30.71,0.052,0.782,0.59
65531.54,51567.6,-15618.21,-22008.98,4074.63,-6087.16,5087.64,6.62,0.052,0.782,0.59
65135.57,50963.65,-15374.45,-21949.03,4414.65,-6001.62,5427.92,289.75,0.052,0.782,0.59
64874.39,50664.32,-15343.06,-21761.39,4416.79,-5848.49,5457.16,351.12,0.048,0.782,0.586
65229.72,51239.92,-15593.11,-21879.65,4100.2,-5931.93,5109.12,52.21,0.048,0.782,0.586
65523.96,51603.94,-15677.56,-22018.46,4007.85,-6276.73,4999.64,-96.4,0.048,0.782,0.586
65196.44,51048.03,-15447.11,-21880.26,4328.21,-6083.16,5338.76,205.21,0.048,0.782,0.586
64885.95,50640.18,-15280.14,-21804.8,4510.0,-5947.71,5526.04,391.56,0.048,0.782,0.586
65205.2,51179.86,-15565.02,-21980.19,4173.14,-6070.49,5201.12,111.67,0.048,0.782,0.586
65533.21,51610.09,-15651.27,-21977.46,4007.67,-6272.52,5017.77,-70.7,0.048,0.782,0.586
65270.87,51183.14,-15490.63,-21947.38,4235.23,-5895.03,5258.4,176.33,0.048,0.782,0.586
64848.46,50618.16,-15309.31,-21845.43,4467.09,-5743.39,5495.35,391.18,0.048,0.782,0.586
65078.91,51015.82,-15530.59,-21863.65,4183.93,-6037.56,5211.13,132.39,0.048,0.782,0.586
65506.66,51578.79,-15691.35,-22059.4,3978.59,-6413.99,4997.81,-117.06,0.04,0.782,0.588
65327.53,51271.55,-15572.84,-21995.21,4109.84,-5975.58,5150.85,68.49,0.04,0.782,0.588
64869.77,50634.59,-15294.07,-21671.4,4475.2,-5625.6,5499.78,410.38,0.04,0.782,0.588
65016.26,50909.96,-15439.0,-21785.82,4276.2,-5982.76,5304.85,222.51,0.04,0.782,0.588
65467.36,51555.01,-15661.08,-21979.05,4007.13,-6216.11,5032.61,-41.73,0.04,0.782,0.588
65429.84,51431.05,-15625.3,-22034.26,4104.54,-6032.98,5133.93,47.03,0.04,0.782,0.588
64943.86,50712.11,-15315.1,-21843.02,4458.28,-5875.09,5482.3,358.23,0.04,0.782,0.588
64938.14,50799.75,-15406.74,-21796.73,4305.19,-6063.63,5331.27,219.58,0.04,0.782,0.588
65342.06,51397.14,-15677.33,-21939.33,3979.37,-6019.57,5016.56,-30.96,0.04,0.782,0.588
65448.92,51477.45,-15686.54,-22122.21,4030.71,-6149.28,5062.13,-15.69,0.04,0.782,0.588
65019.95,50817.76,-15362.51,-21919.17,4412.37,-5820.84,5441.44,339.72,0.04,0.782,0.588
64918.83,50746.32,-15339.71,-21726.79,4377.83,-5956.76,5419.81,314.18,0.034,0.788,0.59
65320.94,51349.64,-15608.6,-21899.59,4038.8,-6243.42,5069.58,-18.37,0.034,0.788,0.59
65493.4,51550.52,-15688.67,-22078.74,3990.32,-6174.38,5005.4,-69.51,0.034,0.788,0.59
65100.1,50939.8,-15426.08,-21916.82,4333.24,-5882.51,5356.01,257.78,0.034,0.788,0.59
64855.84,50654.06,-15341.25,-21706.43,4390.49,-5836.2,5430.94,341.78,0.034,0.788,0.59
65223.53,51217.64,-15596.85,-21967.38,4080.87,-6285.38,5099.95,12.0,0.034,0.788,0.59
65518.3,51588.92,-15715.26,-22164.64,3971.7,-6531.67,4977.64,-135.7,0.034,0.788,0.59
